targetId,outcomeId,analysisId,logRr,seLogRr,ci95Lb,ci95Ub,comparatorId,targetName,comparatorName,nestingId,nestingName,outcomeName,type,targetEffectSize,oldOutcomeId,targetConceptIds,comparatorConceptIds,trueEffectSize,trueEffectSizeFirstExposure,mdrrTarget,mdrrComparator,stratum,method,comparative,nesting,firstExposureOnly,database,calLogRr,calSeLogRr,calCi95Lb,calCi95Ub,calP
757352,NA,1,NA,NA,NA,NA,704599,Eszopiclone,Triazolam,436962,Insomnia,Acute pancreatitis,Exposure control,1,1,NA,NA,NA,NA,NA,NA,Acute pancreatitis,SCCS,FALSE,TRUE,FALSE,MDCR,NA,NA,NA,NA,NA
757352,NA,1,NA,NA,NA,NA,704599,Eszopiclone,Triazolam,436962,Insomnia,"Acute pancreatitis, RR=1.5",Exposure control,1.5,1,NA,NA,NA,NA,NA,NA,Acute pancreatitis,SCCS,FALSE,TRUE,FALSE,MDCR,NA,NA,NA,NA,NA
757352,NA,1,NA,NA,NA,NA,704599,Eszopiclone,Triazolam,436962,Insomnia,"Acute pancreatitis, RR=2",Exposure control,2,1,NA,NA,NA,NA,NA,NA,Acute pancreatitis,SCCS,FALSE,TRUE,FALSE,MDCR,NA,NA,NA,NA,NA
757352,NA,1,NA,NA,NA,NA,704599,Eszopiclone,Triazolam,436962,Insomnia,"Acute pancreatitis, RR=4",Exposure control,4,1,NA,NA,NA,NA,NA,NA,Acute pancreatitis,SCCS,FALSE,TRUE,FALSE,MDCR,NA,NA,NA,NA,NA
795113,NA,1,NA,NA,NA,NA,704943,Chlorzoxazone,Methocarbamol,36516951,Back pain,Acute pancreatitis,Exposure control,1,1,NA,NA,NA,NA,NA,NA,Acute pancreatitis,SCCS,FALSE,TRUE,FALSE,MDCR,NA,NA,NA,NA,NA
795113,NA,1,NA,NA,NA,NA,704943,Chlorzoxazone,Methocarbamol,36516951,Back pain,"Acute pancreatitis, RR=1.5",Exposure control,1.5,1,NA,NA,NA,NA,NA,NA,Acute pancreatitis,SCCS,FALSE,TRUE,FALSE,MDCR,NA,NA,NA,NA,NA
795113,NA,1,NA,NA,NA,NA,704943,Chlorzoxazone,Methocarbamol,36516951,Back pain,"Acute pancreatitis, RR=2",Exposure control,2,1,NA,NA,NA,NA,NA,NA,Acute pancreatitis,SCCS,FALSE,TRUE,FALSE,MDCR,NA,NA,NA,NA,NA
795113,NA,1,NA,NA,NA,NA,704943,Chlorzoxazone,Methocarbamol,36516951,Back pain,"Acute pancreatitis, RR=4",Exposure control,4,1,NA,NA,NA,NA,NA,NA,Acute pancreatitis,SCCS,FALSE,TRUE,FALSE,MDCR,NA,NA,NA,NA,NA
951279,NA,1,NA,NA,NA,NA,732893,Prilocaine,Bupivacaine,438112,Neoplastic disease,Acute pancreatitis,Exposure control,1,1,NA,NA,NA,NA,NA,NA,Acute pancreatitis,SCCS,FALSE,TRUE,FALSE,MDCR,NA,NA,NA,NA,NA
951279,NA,1,NA,NA,NA,NA,732893,Prilocaine,Bupivacaine,438112,Neoplastic disease,"Acute pancreatitis, RR=1.5",Exposure control,1.5,1,NA,NA,NA,NA,NA,NA,Acute pancreatitis,SCCS,FALSE,TRUE,FALSE,MDCR,NA,NA,NA,NA,NA
951279,NA,1,NA,NA,NA,NA,732893,Prilocaine,Bupivacaine,438112,Neoplastic disease,"Acute pancreatitis, RR=2",Exposure control,2,1,NA,NA,NA,NA,NA,NA,Acute pancreatitis,SCCS,FALSE,TRUE,FALSE,MDCR,NA,NA,NA,NA,NA
951279,NA,1,NA,NA,NA,NA,732893,Prilocaine,Bupivacaine,438112,Neoplastic disease,"Acute pancreatitis, RR=4",Exposure control,4,1,NA,NA,NA,NA,NA,NA,Acute pancreatitis,SCCS,FALSE,TRUE,FALSE,MDCR,NA,NA,NA,NA,NA
